,row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,cust_age,cust_gender,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,returned
7216,7217,CA-2016-150770,03/05/16,06/05/16,First Class,LC-16870,Lena Cacioppo,22,Female,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10001246,Office Supplies,Art,Newell 317,8.82,3,0,2.5578,TRUE
7217,7218,CA-2016-150770,03/05/16,06/05/16,First Class,LC-16870,Lena Cacioppo,24,Female,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,62.496,2,0.2,21.8736,TRUE
7218,7219,CA-2016-150770,03/05/16,06/05/16,First Class,LC-16870,Lena Cacioppo,18,Female,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,4,0,122.3856,TRUE
7219,7220,CA-2016-150770,03/05/16,06/05/16,First Class,LC-16870,Lena Cacioppo,18,Female,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,49.568,2,0.2,17.3488,TRUE
7240,7241,CA-2018-136651,23/04/18,25/04/18,Second Class,JF-15355,Jay Fein,19,Female,Consumer,United States,Pasadena,California,91104,West,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",66.36,7,0,26.544,TRUE
7241,7242,CA-2018-136651,23/04/18,25/04/18,Second Class,JF-15355,Jay Fein,23,Female,Consumer,United States,Pasadena,California,91104,West,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,92.88,6,0.2,30.186,TRUE
7242,7243,CA-2018-136651,23/04/18,25/04/18,Second Class,JF-15355,Jay Fein,20,Female,Consumer,United States,Pasadena,California,91104,West,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,24.14,2,0,7.9662,TRUE
7244,7245,US-2018-151127,22/05/18,25/05/18,First Class,RL-19615,Rob Lucas,18,Female,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,49.56,7,0,18.8328,TRUE
7268,7269,CA-2017-133368,14/01/17,20/01/17,Standard Class,AG-10675,Anna Gayman,18,Female,Consumer,United States,Concord,North Carolina,28027,South,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,89.568,2,0.2,32.4684,TRUE
7269,7270,CA-2017-133368,14/01/17,20/01/17,Standard Class,AG-10675,Anna Gayman,21,Female,Consumer,United States,Concord,North Carolina,28027,South,FUR-FU-10003374,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,315.776,8,0.2,31.5776,TRUE
7427,7428,US-2015-164763,17/03/15,21/03/15,Standard Class,MH-17440,Mark Haberlin,20,Female,Corporate,United States,Jackson,Mississippi,39212,South,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",11.43,3,0,5.3721,TRUE
7428,7429,US-2015-164763,17/03/15,21/03/15,Standard Class,MH-17440,Mark Haberlin,21,Female,Corporate,United States,Jackson,Mississippi,39212,South,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",30.44,2,0,14.9156,TRUE
7429,7430,US-2015-164763,17/03/15,21/03/15,Standard Class,MH-17440,Mark Haberlin,20,Female,Corporate,United States,Jackson,Mississippi,39212,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,12.96,2,0,6.3504,TRUE
7430,7431,US-2015-164763,17/03/15,21/03/15,Standard Class,MH-17440,Mark Haberlin,20,Female,Corporate,United States,Jackson,Mississippi,39212,South,OFF-PA-10003063,Office Supplies,Paper,EcoTones Memo Sheets,16,4,0,7.68,TRUE
7431,7432,US-2015-164763,17/03/15,21/03/15,Standard Class,MH-17440,Mark Haberlin,23,Female,Corporate,United States,Jackson,Mississippi,39212,South,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,32.67,3,0,8.4942,TRUE
7460,7461,US-2016-136987,11/04/16,14/04/16,Second Class,AR-10540,Andy Reiter,22,Female,Consumer,United States,Los Angeles,California,90004,West,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,639.968,4,0.2,215.9892,TRUE
7461,7462,US-2016-136987,11/04/16,14/04/16,Second Class,AR-10540,Andy Reiter,22,Female,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,52.76,2,0,24.2696,TRUE
7466,7467,CA-2017-138282,19/05/17,23/05/17,Standard Class,AH-10690,Anna Häberlin,24,Female,Corporate,United States,Los Angeles,California,90008,West,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,87.84,8,0,23.7168,TRUE
7489,7490,CA-2018-157196,05/11/18,09/11/18,Standard Class,AA-10645,Anna Andreadi,21,Female,Consumer,United States,San Diego,California,92105,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,12.96,2,0,6.2208,TRUE
7576,7577,CA-2015-134726,02/11/15,07/11/15,Second Class,SW-20755,Steven Ward,23,Female,Corporate,United States,Seattle,Washington,98115,West,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",41.94,2,0,15.0984,TRUE
7577,7578,CA-2015-134726,02/11/15,07/11/15,Second Class,SW-20755,Steven Ward,22,Female,Corporate,United States,Seattle,Washington,98115,West,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,52.792,1,0.2,4.6193,TRUE
7641,7642,US-2017-157490,06/10/17,07/10/17,First Class,LB-16795,Laurel Beltran,24,Female,Home Office,United States,Pueblo,Colorado,81001,West,TEC-MA-10001695,Technology,Machines,Zebra GK420t Direct Thermal/Thermal Transfer Printer,703.71,6,0.7,-938.28,TRUE
7642,7643,US-2017-157490,06/10/17,07/10/17,First Class,LB-16795,Laurel Beltran,21,Female,Home Office,United States,Pueblo,Colorado,81001,West,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,17.904,4,0.7,-14.92,TRUE
7643,7644,US-2017-157490,06/10/17,07/10/17,First Class,LB-16795,Laurel Beltran,23,Female,Home Office,United States,Pueblo,Colorado,81001,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",11.976,4,0.7,-9.1816,TRUE
7644,7645,US-2017-157490,06/10/17,07/10/17,First Class,LB-16795,Laurel Beltran,22,Female,Home Office,United States,Pueblo,Colorado,81001,West,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",67.96,5,0.2,0.8495,TRUE
7694,7695,CA-2017-118899,22/03/17,22/03/17,Same Day,MC-17275,Marc Crier,24,Female,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",167.888,7,0.2,14.6902,TRUE
7716,7717,CA-2016-149636,06/01/16,12/01/16,Standard Class,SP-20620,Stefania Perrino,23,Female,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",29.6,5,0.2,9.25,TRUE
7717,7718,CA-2016-149636,06/01/16,12/01/16,Standard Class,SP-20620,Stefania Perrino,24,Female,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,1.938,2,0.7,-1.3566,TRUE
7762,7763,CA-2018-156391,26/09/18,28/09/18,First Class,SL-20155,Sara Luxemburg,24,Female,Home Office,United States,Salem,Oregon,97301,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,2.224,1,0.2,0.556,TRUE
7844,7845,US-2018-123834,21/07/18,25/07/18,Standard Class,GM-14500,Gene McClure,20,Female,Consumer,United States,Pharr,Texas,78577,Central,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,124.404,4,0.3,-21.3264,TRUE
7933,7934,CA-2018-166093,17/08/18,24/08/18,Standard Class,RW-19540,Rick Wilson,20,Female,Corporate,United States,Brentwood,California,94513,West,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,23.36,2,0,11.68,TRUE
7934,7935,CA-2018-166093,17/08/18,24/08/18,Standard Class,RW-19540,Rick Wilson,20,Female,Corporate,United States,Brentwood,California,94513,West,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.976,3,0.2,8.997,TRUE
7935,7936,CA-2018-166093,17/08/18,24/08/18,Standard Class,RW-19540,Rick Wilson,23,Female,Corporate,United States,Brentwood,California,94513,West,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,8.56,2,0,3.852,TRUE
7936,7937,CA-2018-166093,17/08/18,24/08/18,Standard Class,RW-19540,Rick Wilson,24,Male,Corporate,United States,Brentwood,California,94513,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",13.92,3,0.2,4.872,TRUE
7937,7938,CA-2018-166093,17/08/18,24/08/18,Standard Class,RW-19540,Rick Wilson,21,Male,Corporate,United States,Brentwood,California,94513,West,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,2518.29,9,0,654.7554,TRUE
7938,7939,CA-2018-166093,17/08/18,24/08/18,Standard Class,RW-19540,Rick Wilson,18,Male,Corporate,United States,Brentwood,California,94513,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,540.57,3,0,140.5482,TRUE
7939,7940,CA-2018-166093,17/08/18,24/08/18,Standard Class,RW-19540,Rick Wilson,21,Female,Corporate,United States,Brentwood,California,94513,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,221.056,8,0.2,77.3696,TRUE
7942,7943,CA-2018-134194,25/12/18,01/01/19,Standard Class,GA-14725,Guy Armstrong,20,Female,Consumer,United States,Dallas,Texas,75081,Central,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,39.582,9,0.8,-59.373,TRUE
7943,7944,CA-2018-134194,25/12/18,01/01/19,Standard Class,GA-14725,Guy Armstrong,23,Female,Consumer,United States,Dallas,Texas,75081,Central,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,44.688,7,0.2,5.0274,TRUE
7944,7945,CA-2018-134194,25/12/18,01/01/19,Standard Class,GA-14725,Guy Armstrong,23,Female,Consumer,United States,Dallas,Texas,75081,Central,OFF-AR-10001615,Office Supplies,Art,Newell 34,31.744,2,0.2,2.3808,TRUE
7945,7946,CA-2018-134194,25/12/18,01/01/19,Standard Class,GA-14725,Guy Armstrong,23,Female,Consumer,United States,Dallas,Texas,75081,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",40.98,5,0.8,-65.568,TRUE
7946,7947,CA-2018-134194,25/12/18,01/01/19,Standard Class,GA-14725,Guy Armstrong,22,Female,Consumer,United States,Dallas,Texas,75081,Central,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",3.168,3,0.8,-5.0688,TRUE
7955,7956,CA-2018-131807,05/10/18,10/10/18,Standard Class,GG-14650,Greg Guthrie,23,Female,Corporate,United States,Chico,California,95928,West,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,435.168,4,0.2,-59.8356,TRUE
7956,7957,CA-2018-131807,05/10/18,10/10/18,Standard Class,GG-14650,Greg Guthrie,21,Female,Corporate,United States,Chico,California,95928,West,OFF-FA-10002780,Office Supplies,Fasteners,Staples,14.9,5,0,6.854,TRUE
7957,7958,CA-2018-131807,05/10/18,10/10/18,Standard Class,GG-14650,Greg Guthrie,23,Female,Corporate,United States,Chico,California,95928,West,OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",15.8,4,0,4.108,TRUE
7958,7959,CA-2018-131807,05/10/18,10/10/18,Standard Class,GG-14650,Greg Guthrie,20,Female,Corporate,United States,Chico,California,95928,West,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,72.9,5,0,26.973,TRUE
7959,7960,CA-2018-131807,05/10/18,10/10/18,Standard Class,GG-14650,Greg Guthrie,22,Female,Corporate,United States,Chico,California,95928,West,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,206.352,3,0.2,5.1588,TRUE
7960,7961,CA-2018-131807,05/10/18,10/10/18,Standard Class,GG-14650,Greg Guthrie,21,Female,Corporate,United States,Chico,California,95928,West,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",7.992,1,0.2,2.6973,TRUE
8044,8045,CA-2018-165008,15/09/18,17/09/18,Second Class,DO-13645,Doug O'Connell,23,Female,Consumer,United States,Salt Lake City,Utah,84106,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",295.056,9,0.2,106.9578,TRUE
8151,8152,CA-2018-140151,23/03/18,25/03/18,First Class,RB-19360,Raymond Buch,20,Female,Consumer,United States,Seattle,Washington,98115,West,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,32.48,2,0,4.872,TRUE
8152,8153,CA-2018-140151,23/03/18,25/03/18,First Class,RB-19360,Raymond Buch,20,Female,Consumer,United States,Seattle,Washington,98115,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,20.04,3,0,9.6192,TRUE
8153,8154,CA-2018-140151,23/03/18,25/03/18,First Class,RB-19360,Raymond Buch,24,Female,Consumer,United States,Seattle,Washington,98115,West,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,13999.96,4,0,6719.9808,TRUE
8305,8306,CA-2017-128671,11/08/17,16/08/17,Standard Class,MT-18070,Michelle Tran,24,Female,Home Office,United States,Tulsa,Oklahoma,74133,Central,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,32.4,5,0,15.552,TRUE
8306,8307,CA-2017-128671,11/08/17,16/08/17,Standard Class,MT-18070,Michelle Tran,22,Female,Home Office,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,41.86,7,0,19.2556,TRUE
8307,8308,CA-2017-128671,11/08/17,16/08/17,Standard Class,MT-18070,Michelle Tran,22,Female,Home Office,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",77.56,2,0,35.6776,TRUE
8366,8367,CA-2015-109918,07/09/15,12/09/15,Second Class,LR-17035,Lisa Ryan,22,Female,Corporate,United States,Santa Clara,California,95051,West,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",27.36,4,0,7.3872,TRUE
8367,8368,CA-2015-109918,07/09/15,12/09/15,Second Class,LR-17035,Lisa Ryan,22,Female,Corporate,United States,Santa Clara,California,95051,West,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",20.56,2,0,9.6632,TRUE
8368,8369,CA-2015-109918,07/09/15,12/09/15,Second Class,LR-17035,Lisa Ryan,23,Female,Corporate,United States,Santa Clara,California,95051,West,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,83.92,5,0.2,31.47,TRUE
8400,8401,CA-2016-110814,05/12/16,09/12/16,Second Class,BD-11635,Brian Derr,24,Female,Consumer,United States,New York City,New York,10009,East,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,232.4,5,0.2,78.435,TRUE
8401,8402,CA-2016-110814,05/12/16,09/12/16,Second Class,BD-11635,Brian Derr,20,Female,Consumer,United States,New York City,New York,10009,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",164.646,3,0.1,12.8058,TRUE
8402,8403,CA-2016-110814,05/12/16,09/12/16,Second Class,BD-11635,Brian Derr,22,Female,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,22.68,2,0,11.1132,TRUE
8438,8439,CA-2015-108861,28/05/15,01/06/15,Standard Class,MM-17260,Magdelene Morse,22,Female,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",136.96,4,0.2,51.36,TRUE
8575,8576,CA-2018-101273,27/08/18,30/08/18,Second Class,ST-20530,Shui Tom,19,Female,Consumer,United States,Port Saint Lucie,Florida,34952,South,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,14.336,4,0.2,0.896,TRUE
8586,8587,CA-2018-162015,11/07/18,18/07/18,Standard Class,KB-16240,Karen Bern,23,Female,Corporate,United States,Los Angeles,California,90049,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,1287.45,5,0,244.6155,TRUE
8587,8588,CA-2018-162015,11/07/18,18/07/18,Standard Class,KB-16240,Karen Bern,23,Female,Corporate,United States,Los Angeles,California,90049,West,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,168.1,5,0,43.706,TRUE
8591,8592,CA-2018-101700,23/04/18,26/04/18,First Class,SO-20335,Sean O'Donnell,19,Female,Consumer,United States,Greeley,Colorado,80634,West,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,18.688,2,0.2,7.008,TRUE
8592,8593,CA-2018-101700,23/04/18,26/04/18,First Class,SO-20335,Sean O'Donnell,20,Female,Consumer,United States,Greeley,Colorado,80634,West,FUR-FU-10001025,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",11.664,3,0.2,3.3534,TRUE
8618,8619,CA-2018-117513,03/03/18,08/03/18,Standard Class,BT-11395,Bill Tyler,21,Female,Corporate,United States,Los Angeles,California,90004,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",399.672,7,0.2,-14.9877,TRUE
8622,8623,US-2017-114230,27/11/17,01/12/17,Standard Class,CM-12235,Chris McAfee,22,Female,Consumer,United States,Phoenix,Arizona,85023,West,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,39.808,4,0.2,3.9808,TRUE
8646,8647,CA-2017-113341,25/11/17,29/11/17,Standard Class,MH-17455,Mark Hamilton,21,Female,Consumer,United States,Los Angeles,California,90032,West,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",194.352,3,0.2,19.4352,TRUE
8650,8651,CA-2015-142769,13/09/15,13/09/15,Same Day,RP-19390,Resi Pölking,21,Female,Consumer,United States,Seattle,Washington,98103,West,OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,5.7,5,0,2.679,TRUE
8651,8652,CA-2015-142769,13/09/15,13/09/15,Same Day,RP-19390,Resi Pölking,19,Female,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,14.19,3,0,5.5341,TRUE
8652,8653,CA-2015-142769,13/09/15,13/09/15,Same Day,RP-19390,Resi Pölking,21,Female,Consumer,United States,Seattle,Washington,98103,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,7.3,2,0,2.19,TRUE
8653,8654,CA-2015-142769,13/09/15,13/09/15,Same Day,RP-19390,Resi Pölking,24,Female,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,199.98,2,0,75.9924,TRUE
8654,8655,CA-2015-142769,13/09/15,13/09/15,Same Day,RP-19390,Resi Pölking,20,Female,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,144.96,4,0,60.8832,TRUE
8655,8656,CA-2015-142769,13/09/15,13/09/15,Same Day,RP-19390,Resi Pölking,20,Female,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,118,2,0,20.06,TRUE
8656,8657,CA-2015-142769,13/09/15,13/09/15,Same Day,RP-19390,Resi Pölking,22,Female,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,48.94,1,0,24.47,TRUE
8657,8658,CA-2015-142769,13/09/15,13/09/15,Same Day,RP-19390,Resi Pölking,21,Female,Consumer,United States,Seattle,Washington,98103,West,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",22.66,2,0,9.7438,TRUE
8665,8666,CA-2017-118500,17/11/17,18/11/17,First Class,HJ-14875,Heather Jas,20,Female,Home Office,United States,San Francisco,California,94122,West,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,49.5,5,0,13.365,TRUE
8693,8694,CA-2017-118311,24/10/17,28/10/17,Standard Class,ED-13885,Emily Ducich,24,Female,Home Office,United States,San Francisco,California,94110,West,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,450,5,0,162,TRUE
8696,8697,CA-2018-119284,15/06/18,20/06/18,Standard Class,TS-21205,Thomas Seio,23,Female,Corporate,United States,Nashville,Tennessee,37211,South,TEC-PH-10001051,Technology,Phones,HTC One,239.976,3,0.2,26.9973,TRUE
8697,8698,CA-2018-119284,15/06/18,20/06/18,Standard Class,TS-21205,Thomas Seio,22,Female,Corporate,United States,Nashville,Tennessee,37211,South,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,31.168,4,0.2,9.3504,TRUE
8698,8699,CA-2018-119284,15/06/18,20/06/18,Standard Class,TS-21205,Thomas Seio,20,Female,Corporate,United States,Nashville,Tennessee,37211,South,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",120.96,2,0.4,-28.224,TRUE
8699,8700,CA-2018-119284,15/06/18,20/06/18,Standard Class,TS-21205,Thomas Seio,23,Female,Corporate,United States,Nashville,Tennessee,37211,South,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),2239.936,8,0.2,223.9936,TRUE
8700,8701,CA-2018-119284,15/06/18,20/06/18,Standard Class,TS-21205,Thomas Seio,21,Female,Corporate,United States,Nashville,Tennessee,37211,South,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,76.608,8,0.2,6.7032,TRUE
8701,8702,CA-2018-119284,15/06/18,20/06/18,Standard Class,TS-21205,Thomas Seio,20,Female,Corporate,United States,Nashville,Tennessee,37211,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776,1,0.2,17.847,TRUE
8702,8703,CA-2018-119284,15/06/18,20/06/18,Standard Class,TS-21205,Thomas Seio,18,Female,Corporate,United States,Nashville,Tennessee,37211,South,OFF-PA-10000312,Office Supplies,Paper,Xerox 1955,91.36,5,0.2,29.692,TRUE
8756,8757,CA-2017-114307,22/07/17,26/07/17,Standard Class,MF-17665,Maureen Fritzler,18,Female,Corporate,United States,Columbia,Maryland,21044,East,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,2,0,10.5504,TRUE
8757,8758,CA-2017-114307,22/07/17,26/07/17,Standard Class,MF-17665,Maureen Fritzler,23,Female,Corporate,United States,Columbia,Maryland,21044,East,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,51.84,8,0,24.8832,TRUE
8758,8759,CA-2017-114307,22/07/17,26/07/17,Standard Class,MF-17665,Maureen Fritzler,18,Female,Corporate,United States,Columbia,Maryland,21044,East,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",27.42,3,0,9.3228,TRUE
8759,8760,CA-2017-114307,22/07/17,26/07/17,Standard Class,MF-17665,Maureen Fritzler,19,Female,Corporate,United States,Columbia,Maryland,21044,East,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,5.4,3,0,2.592,TRUE
8811,8812,US-2017-140172,08/03/17,13/03/17,Standard Class,SP-20650,Stephanie Phelps,20,Female,Corporate,United States,Jackson,Michigan,49201,Central,OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,207.144,3,0.1,48.3336,TRUE
8812,8813,US-2017-140172,08/03/17,13/03/17,Standard Class,SP-20650,Stephanie Phelps,19,Female,Corporate,United States,Jackson,Michigan,49201,Central,OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set,13.9,5,0,3.753,TRUE
8869,8870,CA-2018-101805,01/12/18,06/12/18,Standard Class,SH-19975,Sally Hughsby,20,Female,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,15.92,5,0.2,5.373,TRUE
8870,8871,CA-2018-101805,01/12/18,06/12/18,Standard Class,SH-19975,Sally Hughsby,22,Female,Corporate,United States,Seattle,Washington,98105,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,70.68,12,0,31.0992,TRUE
8871,8872,CA-2018-101805,01/12/18,06/12/18,Standard Class,SH-19975,Sally Hughsby,18,Female,Corporate,United States,Seattle,Washington,98105,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",541.24,4,0,5.4124,TRUE
8872,8873,US-2015-105137,10/10/15,10/10/15,Same Day,RB-19435,Richard Bierner,23,Male,Consumer,United States,Columbus,Ohio,43229,East,TEC-MA-10002694,Technology,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,101.994,2,0.7,-71.3958,TRUE
8873,8874,US-2015-105137,10/10/15,10/10/15,Same Day,RB-19435,Richard Bierner,20,Male,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",18.264,2,0.7,-13.3936,TRUE
8891,8892,CA-2017-162159,16/09/17,18/09/17,First Class,CR-12625,Corey Roper,22,Female,Home Office,United States,Columbus,Georgia,31907,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",121.78,2,0,30.445,TRUE
8914,8915,US-2017-144057,09/05/17,13/05/17,Standard Class,CV-12805,Cynthia Voltz,23,Female,Corporate,United States,Austin,Texas,78745,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",856.656,6,0.2,107.082,TRUE
8915,8916,US-2017-144057,09/05/17,13/05/17,Standard Class,CV-12805,Cynthia Voltz,22,Female,Corporate,United States,Austin,Texas,78745,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,13.184,4,0.8,-20.4352,TRUE
8916,8917,US-2017-144057,09/05/17,13/05/17,Standard Class,CV-12805,Cynthia Voltz,19,Female,Corporate,United States,Austin,Texas,78745,Central,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,48.784,4,0.8,-131.7168,TRUE
